mouse_gene_name	mouse_gene_id	human_gene_name	human_gene_id	ID	log2fc	pvalue	adj_pvalue
Uba3	ENSMUSG00000030061	UBA3	ENSG00000144744	22200	0.579993702	0.00091522	0.009880513
Ube2f	ENSMUSG00000034343	UBE2F	ENSG00000184182	67921	0.509110018	0.000904129	0.009817255
Ube2f	ENSMUSG00000034343	UBE2F-SCLY	ENSG00000258984	67921	0.509110018	0.000904129	0.009817255
Txn2	ENSMUSG00000005354	TXN2	ENSG00000100348	56551	-0.477252459	0.002924189	0.020413127
Xrcc5	ENSMUSG00000026187	XRCC5	ENSG00000079246	22596	0.610545066	0.000640812	0.007961772
Hnrnpab	ENSMUSG00000020358	HNRNPAB	ENSG00000197451	15384	0.467739893	0.001408096	0.012914835
Spc25	ENSMUSG00000005233	SPC25	ENSG00000152253	66442	0.697395853	8.35e-05	0.00251493
Crlf1	ENSMUSG00000007888	CRLF1	ENSG00000006016	12931	-0.527605125	0.005711538	0.031237005
Rabac1	ENSMUSG00000003380	RABAC1	ENSG00000105404	14470	-0.55501757	0.001430891	0.013031354
Inpp5d	ENSMUSG00000026288	INPP5D	ENSG00000168918	16331	-0.56841964	0.002850598	0.020011058
Kif4	ENSMUSG00000034311	KIF4A	ENSG00000090889	16571	0.351250867	0.009638758	0.044462274
Fam92a	ENSMUSG00000028218	CIBAR1	ENSG00000188343	68099	0.599704908	0.004227706	0.025690216
Gm20503	ENSMUSG00000092345	DNAJC25-GNG10	ENSG00000244115	NA	NA	NA	NA
Bhlhb9	ENSMUSG00000072964	ARMCX5-GPRASP2	ENSG00000286237	70237	0.553196758	0.006895161	0.035614455
Bhlhb9	ENSMUSG00000072964	BHLHB9	ENSG00000198908	70237	0.553196758	0.006895161	0.035614455
Rps6ka6	ENSMUSG00000025665	RPS6KA6	ENSG00000072133	67071	0.720637425	0.001036806	0.010632452
Cul1	ENSMUSG00000029686	CUL1	ENSG00000055130	26965	0.385219814	0.011306353	0.049335801
Asph	ENSMUSG00000028207	ASPH	ENSG00000198363	65973	0.414240595	0.004988441	0.028811301
Rpl7	ENSMUSG00000043716	RPL7	ENSG00000147604	19989	0.569865796	0.00082856	0.00929242
Eny2	ENSMUSG00000022338	ENY2	ENSG00000120533	223527	0.677342116	0.000793475	0.009033903
Acsl4	ENSMUSG00000031278	ACSL4	ENSG00000068366	50790	0.544437896	0.005610462	0.030891836
Hsdl2	ENSMUSG00000028383	HSDL2	ENSG00000119471	72479	0.577279786	0.003217267	0.021595121
Ube2v2	ENSMUSG00000022674	UBE2V2	ENSG00000169139	70620	0.944674399	5.88e-05	0.001988452
Ostf1	ENSMUSG00000024725	OSTF1	ENSG00000134996	20409	0.4535034	0.006851313	0.035501972
Ssbp1	ENSMUSG00000029911	SSBP1	ENSG00000106028	381760	0.646689887	0.003812607	0.023889793
Ebag9	ENSMUSG00000022339	EBAG9	ENSG00000147654	55960	0.665070843	0.003854939	0.024061315
Sh3glb2	ENSMUSG00000026860	SH3GLB2	ENSG00000148341	227700	-0.494677631	0.010665668	0.047656914
Gfra2	ENSMUSG00000022103	GFRA2	ENSG00000168546	14586	-0.786909753	0.000635881	0.007929149
Peg10	ENSMUSG00000092035	PEG10	ENSG00000242265	170676	-0.354830684	0.001815689	0.015032834
Magt1	ENSMUSG00000031232	MAGT1	ENSG00000102158	67075	0.407389251	0.009454838	0.043879537
Atp6v1h	ENSMUSG00000033793	ATP6V1H	ENSG00000047249	108664	0.451827108	0.001703013	0.014505243
Fam199x	ENSMUSG00000042595	FAM199X	ENSG00000123575	245622	1.019401264	3.02e-05	0.001373371
Atrx	ENSMUSG00000031229	ATRX	ENSG00000085224	22589	0.806771491	0.000233294	0.004560581
Atp13a2	ENSMUSG00000036622	ATP13A2	ENSG00000159363	74772	-0.717314207	2.82e-05	0.001324658
Capza1	ENSMUSG00000070372	CAPZA1	ENSG00000116489	12340	0.476370905	0.000867008	0.009533706
Fzd6	ENSMUSG00000022297	FZD6	ENSG00000164930	14368	0.707034448	8.71e-05	0.002575706
Samd9l	ENSMUSG00000047735	SAMD9L	ENSG00000177409	209086	0.894651315	7.83e-05	0.00243023
Podn	ENSMUSG00000028600	PODN	ENSG00000174348	242608	-0.990617178	1.08e-08	7.37e-06
Cacna2d1	ENSMUSG00000040118	CACNA2D1	ENSG00000153956	12293	0.542052763	0.010572713	0.047373158
Cfp	ENSMUSG00000001128	CFP	ENSG00000126759	18636	-0.595757722	0.004340286	0.026128117
Psip1	ENSMUSG00000028484	PSIP1	ENSG00000164985	101739	0.468012348	0.006784257	0.035253192
Ndufs5	ENSMUSG00000028648	NDUFS5	ENSG00000168653	NM_001030274	0.525987303	0.000169151	0.00382457
C1qb	ENSMUSG00000036905	C1QB	ENSG00000173369	12260	-0.594563615	0.000192309	0.004077966
Mmp23	ENSMUSG00000029061	MMP23B	ENSG00000189409	26561	-0.564919424	0.007122844	0.03634038
Cald1	ENSMUSG00000029761	CALD1	ENSG00000122786	109624	0.557078501	0.002436926	0.018040621
Eps15	ENSMUSG00000028552	EPS15	ENSG00000085832	13858	0.511455624	0.007215251	0.036563335
Rab2a	ENSMUSG00000047187	RAB2A	ENSG00000104388	59021	0.589652668	0.002109806	0.01648606
Stk3	ENSMUSG00000022329	STK3	ENSG00000104375	56274	0.692168916	0.000359252	0.005697432
Lamp2	ENSMUSG00000016534	LAMP2	ENSG00000005893	16784	0.461505583	0.007591643	0.037757021
Clu	ENSMUSG00000022037	CLU	ENSG00000120885	12759	-0.431268525	0.0046034	0.027183505
Eif3e	ENSMUSG00000022336	EIF3E	ENSG00000104408	16341	0.869550358	1.51e-05	0.000888214
Lactb2	ENSMUSG00000025937	LACTB2	ENSG00000147592	212442	0.688792952	0.003042001	0.020830291
Piga	ENSMUSG00000031381	PIGA	ENSG00000165195	18700	0.608084835	0.001933738	0.015651091
Ddx20	ENSMUSG00000027905	DDX20	ENSG00000064703	53975	0.703741972	0.000349091	0.00559938
Fam3c	ENSMUSG00000029672	FAM3C	ENSG00000196937	27999	0.740674344	0.000330273	0.005519544
Bnip3l	ENSMUSG00000022051	BNIP3L	ENSG00000104765	12177	0.382335983	0.010600242	0.047439873
Ccne2	ENSMUSG00000028212	CCNE2	ENSG00000175305	12448	0.777847177	0.000940487	0.01005687
Spen	ENSMUSG00000040761	SPEN	ENSG00000065526	56381	-0.693269617	4.08e-06	0.000414342
Sri	ENSMUSG00000003161	SRI	ENSG00000075142	109552	0.421609555	0.011179515	0.049076547
Akr7a5	ENSMUSG00000028743	AKR7L	ENSG00000211454	110198	-0.548269308	0.011098532	0.048797139
Dapk1	ENSMUSG00000021559	DAPK1	ENSG00000196730	69635	-0.413873733	0.004831611	0.028164947
Syap1	ENSMUSG00000031357	SYAP1	ENSG00000169895	67043	0.506155091	0.003882229	0.024164676
Trappc2	ENSMUSG00000079317	TRAPPC2	ENSG00000196459	66226	0.808273553	0.000627433	0.007854542
Nrbp2	ENSMUSG00000075590	NRBP2	ENSG00000185189	223649	-0.551849895	0.008131587	0.039246324
Nup214	ENSMUSG00000001855	NUP214	ENSG00000126883	227720	-0.543232149	0.000152438	0.003590893
Dpm2	ENSMUSG00000026810	DPM2	ENSG00000136908	13481	-0.47060581	0.005455195	0.030503837
Galt	ENSMUSG00000036073	GALT	ENSG00000213930	14430	-0.482755648	0.010065029	0.045920676
Tsc22d4	ENSMUSG00000029723	TSC22D4	ENSG00000166925	78829	-0.595497939	0.000659596	0.008076865
Tmsb4x	ENSMUSG00000049775	TMSB4Y	ENSG00000154620	19241	0.895263918	6.56e-06	0.000559924
Mtf2	ENSMUSG00000029267	MTF2	ENSG00000143033	17765	0.748958415	0.000627805	0.007854542
Fam49b	ENSMUSG00000022378	CYRIB	ENSG00000153310	223601	0.6958146	0.000424097	0.006266594
Prdx1	ENSMUSG00000028691	PRDX1	ENSG00000117450	18477	0.534739158	0.00249335	0.018349751
Cyhr1	ENSMUSG00000053929	CYHR1	ENSG00000187954	54151	-0.416675728	0.00652939	0.034323495
Gng5	ENSMUSG00000068523	GNG5	ENSG00000174021	14707	0.567478302	0.002003055	0.015957206
B4galt2	ENSMUSG00000028541	B4GALT2	ENSG00000117411	53418	-0.698161376	0.000186813	0.003991487
Vps13a	ENSMUSG00000046230	VPS13A	ENSG00000197969	271564	0.64426265	0.002694535	0.019327533
Bex1	ENSMUSG00000050071	BEX1	ENSG00000133169	19716	0.508986194	0.005280738	0.029910017
Bex1	ENSMUSG00000050071	BEX2	ENSG00000133134	19716	0.508986194	0.005280738	0.029910017
Sorbs3	ENSMUSG00000022091	SORBS3	ENSG00000120896	20410	-0.706019225	4.22e-05	0.001701616
Zfp738	ENSMUSG00000048280	ZNF727	ENSG00000214652	408068	0.74532656	0.002862314	0.02007972
Zfp738	ENSMUSG00000048280	ZNF736	ENSG00000234444	408068	0.74532656	0.002862314	0.02007972
Arid1a	ENSMUSG00000007880	ARID1A	ENSG00000117713	93760	-0.376746889	0.004907682	0.028455456
Zfp655	ENSMUSG00000007812	ZNF655	ENSG00000197343	72611	0.555299975	0.002998905	0.020640385
Prrc2b	ENSMUSG00000039262	PRRC2B	ENSG00000130723	227723	-0.382142581	0.004588943	0.027174825
Ogt	ENSMUSG00000034160	OGT	ENSG00000147162	108155	0.406887253	0.006356251	0.033687895
Dbf4	ENSMUSG00000002297	DBF4	ENSG00000006634	27214	0.531016232	0.001869168	0.015329083
Mtap	ENSMUSG00000062937	MTAP	ENSG00000099810	66902	0.57088843	0.000468899	0.006628025
Strbp	ENSMUSG00000026915	STRBP	ENSG00000165209	20744	0.632810444	0.000423415	0.00626498
Crat	ENSMUSG00000026853	CRAT	ENSG00000095321	12908	-0.50056499	0.003236729	0.02165512
Tjp2	ENSMUSG00000024812	AL358113.1	ENSG00000285130	21873	0.44655627	0.008880328	0.041913151
Tjp2	ENSMUSG00000024812	TJP2	ENSG00000119139	21873	0.44655627	0.008880328	0.041913151
2510039O18Rik	ENSMUSG00000044496	KIAA2013	ENSG00000116685	77034	-0.464270735	0.00744845	0.037268291
Eda2r	ENSMUSG00000034457	EDA2R	ENSG00000131080	245527	0.526658014	0.002149015	0.016678632
Hs2st1	ENSMUSG00000040151	HS2ST1	ENSG00000153936	23908	0.64379565	0.000561566	0.007348671
Hs2st1	ENSMUSG00000040151	AC093155.3	ENSG00000267561	23908	0.64379565	0.000561566	0.007348671
Sec16a	ENSMUSG00000026924	SEC16A	ENSG00000148396	227648	-0.352981338	0.006323729	0.033571518
Snx16	ENSMUSG00000027534	SNX16	ENSG00000104497	74718	0.682837104	0.002784771	0.019709276
Pdpn	ENSMUSG00000028583	PDPN	ENSG00000162493	14726	0.463737208	0.002564007	0.018686551
Ptp4a3	ENSMUSG00000059895	PTP4A3	ENSG00000184489	19245	-0.627003521	0.003726003	0.023614329
Angpt1	ENSMUSG00000022309	ANGPT1	ENSG00000154188	11600	0.681073894	0.006739213	0.035085273
Nol8	ENSMUSG00000021392	NOL8	ENSG00000198000	70930	0.826696566	0.000105246	0.002869427
Nxt2	ENSMUSG00000042271	NXT2	ENSG00000101888	237082	0.815845903	0.000375692	0.005826853
Eva1b	ENSMUSG00000050212	EVA1B	ENSG00000142694	230752	-0.682677854	0.000311264	0.005402534
1110059E24Rik	ENSMUSG00000035171	C9orf85	ENSG00000155621	66206	0.865624904	5.78e-05	0.00197655
Serbp1	ENSMUSG00000036371	SERBP1	ENSG00000142864	66870	0.357395191	0.005259107	0.029817493
Mybl1	ENSMUSG00000025912	MYBL1	ENSG00000185697	17864	0.656770124	0.004547531	0.027064058
Glmn	ENSMUSG00000029276	GLMN	ENSG00000174842	170823	0.965730479	0.000452586	0.006493427
Armcx1	ENSMUSG00000033460	ARMCX1	ENSG00000126947	78248	0.634560869	0.001165018	0.011507106
Olfml3	ENSMUSG00000027848	OLFML3	ENSG00000116774	99543	-0.424390519	0.000657194	0.008076865
Tubb4b	ENSMUSG00000036752	TUBB4B	ENSG00000188229	227613	-0.512284149	0.001665306	0.014281295
Pkia	ENSMUSG00000027499	PKIA	ENSG00000171033	18767	0.688375912	0.003245304	0.021686722
Sdcbp	ENSMUSG00000028249	SDCBP	ENSG00000137575	53378	0.592392378	0.000354097	0.005649022
Zmym4	ENSMUSG00000042446	ZMYM4	ENSG00000146463	67785	0.362518995	0.008588181	0.040854635
Tab3	ENSMUSG00000035476	TAB3	ENSG00000157625	66724	0.551234415	0.005630269	0.030970607
Ifrd1	ENSMUSG00000001627	IFRD1	ENSG00000006652	15982	0.510621079	0.001375879	0.012803635
Ifrd1	ENSMUSG00000001627	AC005192.1	ENSG00000288640	15982	0.510621079	0.001375879	0.012803635
Armcx2	ENSMUSG00000033436	ARMCX2	ENSG00000184867	67416	0.438668099	0.002723443	0.019462318
Gtpbp10	ENSMUSG00000040464	GTPBP10	ENSG00000105793	207704	0.852242004	0.000434183	0.006349221
Efr3a	ENSMUSG00000015002	EFR3A	ENSG00000132294	76740	0.472900763	0.005197872	0.029589502
Zfx	ENSMUSG00000079509	ZFX	ENSG00000005889	22764	0.573880701	0.000686409	0.008231056
Zfx	ENSMUSG00000079509	ZFY	ENSG00000067646	22764	0.573880701	0.000686409	0.008231056
Tnfrsf11b	ENSMUSG00000063727	TNFRSF11B	ENSG00000164761	18383	0.66719704	0.000669924	0.008137376
D030056L22Rik	ENSMUSG00000047044	C9orf40	ENSG00000135045	225995	0.976649558	1.26e-05	0.00080618
Hnrnph2	ENSMUSG00000045427	HNRNPH2	ENSG00000126945	56258	0.728068726	1.64e-06	0.000246538
Lrrcc1	ENSMUSG00000027550	LRRCC1	ENSG00000133739	71710	0.624532812	0.001724461	0.014633027
Camta1	ENSMUSG00000014592	CAMTA1	ENSG00000171735	100072	0.688882143	0.002027684	0.016090005
Dnajc2	ENSMUSG00000029014	DNAJC2	ENSG00000105821	22791	0.556916166	0.005963438	0.032189988
Eif1a	ENSMUSG00000057561	EIF1AY	ENSG00000198692	13664	0.932824109	1.19e-05	0.000782299
Hspg2	ENSMUSG00000028763	HSPG2	ENSG00000142798	15530	-0.730316742	2.23e-05	0.001132764
Otud6b	ENSMUSG00000040550	OTUD6B	ENSG00000155100	72201	0.584476892	0.002701058	0.019350572
Erlin2	ENSMUSG00000031483	ERLIN2	ENSG00000147475	244373	0.468166075	0.000448677	0.006485369
Baz1b	ENSMUSG00000002748	BAZ1B	ENSG00000009954	22385	0.31292817	0.010670973	0.047661706
Has2	ENSMUSG00000022367	HAS2	ENSG00000170961	15117	0.539052579	0.008064723	0.039092451
Rb1cc1	ENSMUSG00000025907	RB1CC1	ENSG00000023287	12421	0.650467757	0.003288017	0.021920116
Ier5l	ENSMUSG00000089762	IER5L	ENSG00000188483	72500	-0.818545475	0.000330291	0.005519544
Tmem59	ENSMUSG00000028618	TMEM59	ENSG00000116209	56374	0.591308075	0.000232273	0.00454851
Scara3	ENSMUSG00000034463	SCARA3	ENSG00000168077	219151	-0.436913277	0.005761955	0.031357957
Fgd1	ENSMUSG00000025265	FGD1	ENSG00000102302	14163	-0.559275799	0.000988205	0.01032475
Bcorl1	ENSMUSG00000036959	BCORL1	ENSG00000085185	320376	-0.604153055	0.000757838	0.008802726
Atp11c	ENSMUSG00000062949	ATP11C	ENSG00000101974	320940	0.664858365	0.006177	0.033010452
Fam110b	ENSMUSG00000049119	FAM110B	ENSG00000169122	242297	-0.572977049	0.001588638	0.013845248
Mdh2	ENSMUSG00000019179	MDH2	ENSG00000146701	17448	-0.389103212	0.007392535	0.037088317
Mad2l2	ENSMUSG00000029003	MAD2L2	ENSG00000116670	71890	-0.493738048	0.004563584	0.027130919
Il13ra1	ENSMUSG00000017057	IL13RA1	ENSG00000131724	16164	0.719795753	0.000985824	0.01032475
Tcaf2	ENSMUSG00000029851	TCAF2	ENSG00000170379	232748	0.589720976	0.006625772	0.03474904
Tcaf2	ENSMUSG00000029851	TCAF2C	ENSG00000283528	232748	0.589720976	0.006625772	0.03474904
Rere	ENSMUSG00000039852	RERE	ENSG00000142599	68703	-0.708262235	5.36e-06	0.000498408
Nipsnap3b	ENSMUSG00000015247	NIPSNAP3A	ENSG00000136783	66536	0.399789331	0.010813847	0.048038316
Nexn	ENSMUSG00000039103	NEXN	ENSG00000162614	68810	0.742611921	0.005493224	0.030545036
Bcas2	ENSMUSG00000005687	BCAS2	ENSG00000116752	68183	0.46150679	0.007757813	0.038178746
Prps1	ENSMUSG00000031432	PRPS1	ENSG00000147224	19139	0.44350348	0.007857871	0.038512151
Ubr5	ENSMUSG00000037487	UBR5	ENSG00000104517	70790	0.348830722	0.00874708	0.041425606
Psmd10	ENSMUSG00000031429	PSMD10	ENSG00000101843	53380	0.728505587	0.001773071	0.014876889
Armcx4	ENSMUSG00000049804	ARMCX4	ENSG00000196440	100503043	0.601683322	0.007394607	0.037088317
Vdac3	ENSMUSG00000008892	VDAC3	ENSG00000078668	22335	0.693151258	5.96e-06	0.000528381
Alad	ENSMUSG00000028393	ALAD	ENSG00000148218	17025	-0.469955749	0.009158804	0.042809518
Nsdhl	ENSMUSG00000031349	NSDHL	ENSG00000147383	18194	0.440420338	0.006031901	0.032481686
Mier1	ENSMUSG00000028522	MIER1	ENSG00000198160	71148	0.531013609	0.004983308	0.028804951
Tfpi2	ENSMUSG00000029664	TFPI2	ENSG00000105825	21789	0.687791202	0.002568111	0.018692264
Eng	ENSMUSG00000026814	ENG	ENSG00000106991	13805	-0.550196055	0.001652515	0.014214913
Znhit6	ENSMUSG00000074182	ZNHIT6	ENSG00000117174	229937	0.638223302	0.001379096	0.012822978
Rad21	ENSMUSG00000022314	RAD21	ENSG00000164754	19357	0.421763044	0.006836244	0.035446281
Akna	ENSMUSG00000039158	AKNA	ENSG00000106948	100182	-0.576294119	0.005451192	0.030503837
Usp1	ENSMUSG00000028560	USP1	ENSG00000162607	230484	0.841818897	7.87e-05	0.002432396
Glis1	ENSMUSG00000034762	GLIS1	ENSG00000174332	230587	-0.93167352	0.000198829	0.004169108
Chmp5	ENSMUSG00000028419	CHMP5	ENSG00000086065	76959	0.519091011	0.002406342	0.017920246
Bcap31	ENSMUSG00000002015	BCAP31	ENSG00000185825	27061	0.58759859	6.91e-06	0.000580845
Carnmt1	ENSMUSG00000024726	CARNMT1	ENSG00000156017	67383	0.675912634	0.001031854	0.010610659
Tmem47	ENSMUSG00000025666	TMEM47	ENSG00000147027	192216	0.629381318	0.005673383	0.031158925
Copg2	ENSMUSG00000025607	COPG2	ENSG00000158623	54160	0.436549274	0.008222549	0.039608747
Szt2	ENSMUSG00000033253	SZT2	ENSG00000198198	230676	-0.591314158	0.000793429	0.009033903
Dnm1	ENSMUSG00000026825	DNM1	ENSG00000106976	13429	-0.467944078	0.003558704	0.022897721
Mbtps2	ENSMUSG00000046873	MBTPS2	ENSG00000012174	270669	0.658960922	0.000536964	0.007138387
Bud31	ENSMUSG00000038722	BUD31	ENSG00000106245	231889	0.843663053	1.21e-05	0.000788002
Haus6	ENSMUSG00000038047	HAUS6	ENSG00000147874	230376	0.630235487	0.00133282	0.012566221
Rxra	ENSMUSG00000015846	RXRA	ENSG00000186350	20181	-0.58870457	0.000478698	0.006737668
Ift74	ENSMUSG00000028576	IFT74	ENSG00000096872	67694	0.729440254	0.000679146	0.008172197
Xiap	ENSMUSG00000025860	XIAP	ENSG00000101966	11798	0.630236503	0.000488673	0.006768437
Pkn2	ENSMUSG00000004591	PKN2	ENSG00000065243	109333	0.47374443	0.010571944	0.047373158
Adgra2	ENSMUSG00000031486	ADGRA2	ENSG00000020181	78560	-0.423430694	0.006504343	0.034223788
Cercam	ENSMUSG00000039787	CERCAM	ENSG00000167123	99151	-0.642085117	0.001060343	0.010765972
Parp10	ENSMUSG00000063268	PARP10	ENSG00000178685	NA	NA	NA	NA
Hprt	ENSMUSG00000025630	HPRT1	ENSG00000165704	15452	0.832528061	5.67e-06	0.000514836
Kcne1l	ENSMUSG00000090122	KCNE5	ENSG00000176076	66240	-0.689802822	0.00872559	0.041351068
Mospd3	ENSMUSG00000037221	MOSPD3	ENSG00000106330	68929	-0.645620531	0.005514017	0.030585138
Tmem65	ENSMUSG00000062373	TMEM65	ENSG00000164983	74868	0.639937463	0.002328592	0.017498931
Eri3	ENSMUSG00000033423	ERI3	ENSG00000117419	140546	-0.56762188	0.000857422	0.009474348
Usp9x	ENSMUSG00000031010	USP9X	ENSG00000124486	22284	0.409568392	0.01011752	0.04608429
Mal2	ENSMUSG00000024479	MAL2	ENSG00000147676	105853	0.780939814	0.007182232	0.036461649
Snx7	ENSMUSG00000028007	SNX7	ENSG00000162627	76561	0.572018538	0.000485364	0.006766744
Cachd1	ENSMUSG00000028532	CACHD1	ENSG00000158966	320508	-0.446811735	0.001107534	0.011104925
Gpaa1	ENSMUSG00000022561	GPAA1	ENSG00000197858	14731	-0.638544622	0.000344302	0.005594505
Vps50	ENSMUSG00000001376	VPS50	ENSG00000004766	73288	0.597920064	0.00083443	0.009325517
Psma5	ENSMUSG00000068749	PSMA5	ENSG00000143106	26442	0.462617978	0.000471516	0.006644893
Ncdn	ENSMUSG00000028833	NCDN	ENSG00000020129	26562	-0.614144107	0.001669907	0.014309775
Vbp1	ENSMUSG00000031197	VBP1	ENSG00000155959	22327	1.220069245	4.1e-07	0.000103327
Apba1	ENSMUSG00000024897	APBA1	ENSG00000107282	319924	-0.506964008	0.01118761	0.049083103
Calu	ENSMUSG00000029767	CALU	ENSG00000128595	12321	0.443937189	0.00033662	0.005533889
Acot9	ENSMUSG00000025287	ACOT9	ENSG00000123130	56360	0.636581979	0.000346757	0.005594505
Pdha1	ENSMUSG00000031299	PDHA1	ENSG00000131828	18597	0.329727318	0.007606227	0.037780813
Vma21	ENSMUSG00000073131	VMA21	ENSG00000160131	67048	0.725373164	0.000759949	0.008810677
Pmpcb	ENSMUSG00000029017	PMPCB	ENSG00000105819	73078	0.481084765	0.000450227	0.006486982
Zfp760	ENSMUSG00000067928	ZNF34	ENSG00000196378	240034	0.917478435	0.000332349	0.005519544
Bag1	ENSMUSG00000028416	BAG1	ENSG00000107262	12017	0.399325927	0.002927602	0.020424289
Tspan6	ENSMUSG00000067377	TSPAN6	ENSG00000000003	56496	0.652400257	0.000323188	0.005496722
Cul4b	ENSMUSG00000031095	CUL4B	ENSG00000158290	72584	0.580552168	0.000601716	0.007629866
Nbn	ENSMUSG00000028224	NBN	ENSG00000104320	27354	0.560830362	0.004777355	0.02790094
Zfp942	ENSMUSG00000071267	ZNF34	ENSG00000196378	73233	0.888662871	0.000252203	0.004740914
Hspa5	ENSMUSG00000026864	HSPA5	ENSG00000044574	14828	0.524170757	0.000217042	0.004379729
Sema3c	ENSMUSG00000028780	SEMA3C	ENSG00000075223	20348	0.655245537	0.000130486	0.003255358
Eln	ENSMUSG00000029675	ELN	ENSG00000049540	13717	-0.559258708	0.002969964	0.020529033
Diaph2	ENSMUSG00000034480	DIAPH2	ENSG00000147202	54004	0.613094717	0.002209102	0.017002385
Armcx3	ENSMUSG00000049047	ARMCX3	ENSG00000102401	71703	0.631100578	0.002033977	0.016128575
Sema3a	ENSMUSG00000028883	SEMA3A	ENSG00000075213	20346	0.526967944	0.00157455	0.013754406
Zmpste24	ENSMUSG00000043207	ZMPSTE24	ENSG00000084073	230709	0.702699369	5e-05	0.001820761
H6pd	ENSMUSG00000028980	H6PD	ENSG00000049239	100198	-0.573786647	0.001015126	0.010467321
Mvb12b	ENSMUSG00000038740	MVB12B	ENSG00000196814	72543	-0.697606276	0.000109444	0.002948172
Abhd17b	ENSMUSG00000047368	ABHD17B	ENSG00000107362	226016	0.530009782	0.007181827	0.036461649
Pcmtd1	ENSMUSG00000051285	PCMTD1	ENSG00000168300	319263	0.84745436	0.000332047	0.005519544
Tbc1d25	ENSMUSG00000039201	TBC1D25	ENSG00000068354	209815	-0.583284912	0.003249172	0.021686829
Dnajb6	ENSMUSG00000029131	DNAJB6	ENSG00000105993	23950	0.599165733	0.000159857	0.003673455
Csf2ra	ENSMUSG00000059326	CSF2RA	ENSG00000198223	12982	-0.690306244	0.000993142	0.01032475
Hspb11	ENSMUSG00000063172	HSPB11	ENSG00000081870	72938	1.099957661	3.8e-05	0.001603949
Eri1	ENSMUSG00000031527	ERI1	ENSG00000104626	67276	0.67093868	0.002681315	0.019267137
Auts2	ENSMUSG00000029673	AUTS2	ENSG00000158321	319974	-0.751496544	5.11e-06	0.000492012
Pdk3	ENSMUSG00000035232	PDK3	ENSG00000067992	236900	0.373743596	0.010702484	0.04774563
Set	ENSMUSG00000054766	SET	ENSG00000119335	56086	0.46818559	0.001504647	0.013428455
Set	ENSMUSG00000054766	SETSIP	ENSG00000230667	56086	0.46818559	0.001504647	0.013428455
Rpgr	ENSMUSG00000031174	RPGR	ENSG00000156313	19893	0.707102688	0.010403885	0.046821642
Ninj1	ENSMUSG00000037966	NINJ1	ENSG00000131669	18081	-0.556093056	0.004756929	0.027865976
Slc25a13	ENSMUSG00000015112	SLC25A13	ENSG00000004864	50799	0.560014574	0.002491179	0.018345763
Depdc1a	ENSMUSG00000028175	DEPDC1	ENSG00000024526	76131	0.618432239	0.010141584	0.046115261
Prkar2b	ENSMUSG00000002997	PRKAR2B	ENSG00000005249	19088	0.733523166	0.00069322	0.008303896
Agpat5	ENSMUSG00000031467	AGPAT5	ENSG00000155189	52123	0.61567508	0.002174464	0.016793186
Mroh1	ENSMUSG00000022558	MROH1	ENSG00000179832	223658	-0.5518428	0.003862707	0.024069774
Plpp3	ENSMUSG00000028517	PLPP3	ENSG00000162407	67916	-0.446767198	0.008997804	0.042267531
Sdc3	ENSMUSG00000025743	SDC3	ENSG00000162512	20970	-0.586861694	0.000416404	0.006185633
Dab2ip	ENSMUSG00000026883	DAB2IP	ENSG00000136848	69601	-0.416466534	0.008115252	0.039246324
Csde1	ENSMUSG00000068823	CSDE1	ENSG00000009307	229663	0.49648349	0.001195574	0.011675767
Pom121	ENSMUSG00000053293	POM121	ENSG00000196313	107939	-0.554749745	6.02e-05	0.00200603
Pom121	ENSMUSG00000053293	POM121C	ENSG00000272391	107939	-0.554749745	6.02e-05	0.00200603
St6galnac6	ENSMUSG00000026811	AL157935.2	ENSG00000257524	50935	-0.562412985	0.005609871	0.030891836
St6galnac6	ENSMUSG00000026811	ST6GALNAC6	ENSG00000160408	50935	-0.562412985	0.005609871	0.030891836
Mospd1	ENSMUSG00000023074	MOSPD1	ENSG00000101928	70380	0.894170923	0.000249545	0.004715238
Gnl3l	ENSMUSG00000025266	GNL3L	ENSG00000130119	237107	0.546145013	0.002260112	0.017241772
Hivep3	ENSMUSG00000028634	HIVEP3	ENSG00000127124	16656	-0.63798777	0.002295778	0.017372623
Srm	ENSMUSG00000006442	SRM	ENSG00000116649	20810	-0.659888774	0.000253359	0.004754695
Esco2	ENSMUSG00000022034	ESCO2	ENSG00000171320	71988	0.821322479	0.001558425	0.013737556
Miip	ENSMUSG00000029022	MIIP	ENSG00000116691	28010	-0.558394448	0.007889628	0.03857456
Capza2	ENSMUSG00000015733	CAPZA2	ENSG00000198898	12343	1.112878088	8.46e-08	3.56e-05
Dld	ENSMUSG00000020664	DLD	ENSG00000091140	13382	0.887741992	1.3e-05	0.000817241
Tmeff1	ENSMUSG00000028347	TMEFF1	ENSG00000241697	230157	0.53673042	0.010219948	0.046345799
Grina	ENSMUSG00000022564	GRINA	ENSG00000178719	66168	-0.61707129	0.00083385	0.009325517
Rlim	ENSMUSG00000056537	RLIM	ENSG00000131263	19820	0.787003729	1.16e-05	0.000777649
Atp6v1g1	ENSMUSG00000039105	ATP6V1G1	ENSG00000136888	66290	0.467573969	0.000347353	0.005594505
Ndufb6	ENSMUSG00000071014	NDUFB6	ENSG00000165264	230075	0.770511842	0.000155369	0.003606023
